actorId,actorName,actorGender
112985,Jiang Lu-Xia,F
213519,Takeshi Sakamoto,M
1435475,Todd Butler,F
154888,Blake Robbins,M
110800,Alastair Duncan,M
1156267,Johnny Thunders,F
80414,Maureen McGovern,F
74070,Nana Visitor,F
164177,Bill Hoag,F
982406,David Rigby,M
55029,Maria Luísa Mendonça,F
128938,'Little Billy' Rhodes,F
1061177,Frank Robert Andreassen,F
1257818,Karen Kaia Livers,F
100098,Lois Daine,F
78089,George Fargo,F
81372,James McDaniel,M
21215,Elise Neal,F
7120,Piotr Fronczewski,F
987053,Marc Fiorini,M
1184909,Bruce Alexander,M
1007568,Agustín Navarro,F
1379876,Robert Bolin,F
43464,John Patrick Amedori,M
223233,Jacques Kébadian,M
88452,Jackie Marlowe,F
12497,Farley Granger,M
22082,Lacey Chabert,F
105506,Dorothy Patrick,F
168992,Bob Papenbrook,M
1484906,Denise Yuen,F
122649,Imogen Toner,F
225218,Walter Rodríguez,M
1748753,Rob Marrocco Jr.,F
124259,Elli Vallinoja,F
1063266,Maho Yamada,F
1333630,Eric Lampaert,F
115863,Fidel Castro,F
6067,Jay O. Sanders,M
1054688,Zorana Becic,F
585957,Dorien Thomas,F
1263066,Jackie Lucas,F
115665,Briony Glassco,F
1428661,Annette McCarthy,F
1084045,Guy Sanville,F
63140,Theo Landey,F
29123,Paul Wegener,F
98944,Hope Marie Carlton,F
939114,Xiangnian Li,F
1614452,Marianne M. Arreaga,F
100360,John Zacherle,F
1465614,MacLeod Andrews,F
95956,Luc Picard,M
33522,Hiro Abe,F
1152413,Jessica Cairns,F
48509,Janine Kunze,F
55148,Sean Maher,M
205468,John Armstrong,F
100343,Jack Warner,M
1134508,Yue Fung,F
41955,Griffin Drew,F
1200863,Lydia Du Veaux,F
10072,Teru Shimada,M
10268,Charles Aznavour,F
37287,Noni Hazlehurst,F
7067,Haskell Wexler,M
38720,Nina Proll,F
138185,Misty Stone,F
1628304,Brenda Vivian,F
1904811,Wiktoria Adamczyk,F
18446,Mirjam Wiesemann,F
109010,Jesse Welles,F
1550884,Eugene Dieterle,F
115788,Paul Michael Lévesque,F
1220361,Jo Stafford,F
237640,Jiiva,M
56552,Sean Chapman,M
35055,Manh Cuong Tran,F
19216,Jean Peters,F
7707,Libero De Rienzo,M
1574936,Mark Falvo,F
1190693,Helena Grant,F
148852,Barry Norton,F
30495,Victor McLaglen,M
1726646,Bob Pierson,F
1402913,Martin Gordon,F
1210030,Erland Colliander,F
24688,Cécile Vassort,F
16793,Michele Wade,F
921738,King Baggot,M
90071,Gene Autry,M
98524,Amelia Kinkade,F
113690,Kunaal Roy Kapur,F
119402,Tom Ricketts,M
126032,Meridith Baer,F
1891620,Jody Jones,F
85420,Boris Kievsky,F
3145,Simonetta Stefanelli,F
25176,Arthur Hohl,M
1179519,Kerr Hewitt,F
544964,Geoffrey Weeks,F
43893,Kimberly J. Brown,F
73814,Richard Butler,F
1125220,Tim Burns,F
1406831,Ebon Strandin,F
1723103,Alejandro Ciangherotti Jr.,F
17185,Helen Carey,F
578519,Ted Avery,F
1706812,Duncan Ragg,F
1972,Dominique Lavanant,F
104403,Charlie Tuitavuki,F
55841,Ron O'Neal,M
40652,John Ringham,M
554323,Hiroshi Kawaguchi,F
1180019,Saga Samuelsson,F
1591245,Vanessa Guy,F
107533,Cristi Puiu,F
81192,Stephane Gauger,M
1437189,Rose Opengart,F
97074,Frania Rubinek,F
159720,Matt Nolan,M
17486,Alison Pill,F
1361516,Carol Hayes,F
52852,Kat Dennings,F
1760911,Kate McGonigle,F
1788461,Olga Koda,F
583502,Fani Kolarova,F
184054,Sydney Brown,F
1157292,Miles Robbins,F
1172932,Silas Gordon Brigham,F
1089667,Solveig Spangsberg,F
114645,Ferdinando Poggi,F
30489,Karen Austin,F
64113,Robert Francis,M
126975,Tony Sperandeo,F
15318,Keith Campbell,M
1318069,Džemail Maksut,F
1317410,Shirley Dixon,F
25162,Jacques Prévert,F
235782,Vanessa Martinez,F
1220103,Rod Hallett,F
1758049,Yasemin Kanar,F
1183446,William Raymond Calhoun,F
85484,Matthew Del Negro,M
27996,David Gale,F
9311,Gilbert B. Combs,F
131849,Christy Scott Cashman,F
84444,Terry Scott,M
1351379,Olga Lucía Collazos,F
108112,Jonas Bergström,F
102980,Des McAleer,F
76919,Stig Frode Henriksen,M
27105,Ed Helms,M
85982,Guido Lollobrigida,M
6554,Guillaume Gallienne,M
32585,Walter Giller,F
61370,Morgan Walters,F
94294,Don Porter,M
48071,Lobo Sebastian,M
566115,Laura Ballyn,F
125680,György Bárdy,F
1759635,Scott Wahle,F
92763,Beverley Hendry,F
6667,Erik Strandmark,F
10697,Alan Cumming,M
91673,Rebecca Naomi Jones,F
1438756,Enrico DiMarco,F
7667,Patricia Collinge,F
440306,Adhir Kalyan,M
565349,James Mellor,F
10779,David Calder,M
9193,Shun Sugata,M
24203,Rhea Perlman,F
565890,Tanikella Bharani,F
1514632,William Spicer,F
1782005,Lindy Loundagin,F
1334638,Jack Lowden,M
51962,Bill Cosby,M
1236607,John Heilemann,F
33233,Edgar Edwards,M
1253173,Amanda Woods,F
146412,Milica Govich ,F
1658462,Niels Rahr,F
12295,Perry Lopez,M
77334,Chandler Canterbury,M
147747,Minka Kuustonen,F
1326935,Gopal Dutt,M
85506,Charlie David,M
18213,Jean Gruault,M
1137927,Zdzisław Mrożewski,F
1429733,Rosalie Roy,F
82272,J.D. Souther,M
55587,Peter Stebbings,M
550172,Vetrimaran,F
943150,Avner Eisenberg,M
1468027,Violette Echazarreta,F
35552,Majandra Delfino,F
1364941,Saul Kitchener,F
17304,Adrian Pasdar,M
79643,Peter Dean,F
1082610,Vasiliy Livanov,M
211323,Lukas Dijkema,M
1487634,Matthew McKelligon,F
56882,Ernst-Hugo Järegård,M
574145,Emppu Vuorinen,F
1311921,Walter Briggs,F
79370,Barbara Stephens,F
1106408,Samantha Jacober,F
124435,Thomas Hill,M
51579,Steven Williams,M
107371,David Beecroft,M
1556723,Jon Komp Shin,M
75332,Miko C. Brando,F
931480,Anna Polony,F
1570314,Andrew S. Thompson,F
121718,Bill Camp,M
141293,Mari Weiss,F
76882,Cy Endfield,F
1218824,Liliana Bogatko,F
1014944,June Jocelyn,F
1371607,Alice Wegmann,F
1149166,Fernando Álvarez Rebeil,F
590159,Pino Micol,F
129996,Paxton Whitehead,M
223472,Selma El Mouissi,F
1721558,Jerry Vichi,F
26094,Barry McGovern,M
1271494,Brian Krow,F
64237,Sascha Knopf,F
1200162,Atef Yousef,F
1392135,Janet Salter,F
55278,Jackie Cooper,M
1184424,Bibi Krubwa,F
111767,Sarah Natochenny,F
1591244,Sabryn Rock,F
32696,Krzysztof Kowalewski,M
39961,Luminița Gheorghiu,F
1633313,Simone Carella,M
1488230,Alain Etoundi,F
1417350,Michael Jonsson,F
1213279,Ryan Corr,F
1737866,Amanda Wright,F
2717,Rick Rossovich,F
1114549,María Heiðdal,F
141120,Jennifer Naud,F
1388456,Rebecca Emilie Sattrup,F
103554,Isabel Lucas,F
59337,Rüdiger Hoffmann,M
1478640,Jessica Nelson,F
157456,Ernest Harada,M
931944,Ellar Coltrane,M
37151,Rafael Sardina,M
205184,Wandile Molebatsi,F
980187,Robert Bradeen,F
87287,Bonnie Aarons,F
12288,Robert Evans,M
1592676,Dionne Gipson,F
1592478,Chris Kinkade,M
1047726,Jason Maves,F
1440884,Lillian Graham,F
1211309,Ranen Ray Choudhury,F
197537,Jeremy Applegate,F
553896,Anna Maria Ferrero,F
1079524,Ezzat El Alaili,F
30436,Kata Dobó,F
105018,Bruce Cowling,M
2256,Robert Clohessy,M
1152713,Yoshie Minami,F
306173,Lamine Dieng,F
116907,Marshall Manesh,M
1605959,David McCallum Sr.,F
27012,Robert Ginty,M
1747848,Robbin Ryan,F
84850,Justin Mentell,F
92408,Mikael Tornving,F
1229254,Donna McDaniel,F
115224,Rodney Perry,F
930681,Ronnie Cosby,M
107791,Kelly Stables,F
120107,Andrea Roncato,F
1316966,Marijana Juričić,F
1524133,Daniel Morial,F
1299113,Tiffany McGuinnes,F
29932,Ann Mahoney,F
47933,Adam James,M
1065606,Lucy Treadway,F
116587,Mirella Pascual,F
127153,Pete Atkin,F
1015953,Will Tuckwiller,F
1725106,Ronnie Alonte,F
1665604,Nana Agyeman-Bediako,M
1549696,K.R. Parmeshwar,F
8961,Phil Spector,M
1162483,Pattie Mallette,F
13591,Richard Moll,M
1308018,Silvano Gatti,F
544889,Sudha,F
1088,Ludger Pistor,M
931682,Riyad Ideis,F
123453,Thorbjørn Harr,F
77174,Ron Lester,M
31384,Jordi Mollà,M
35642,Ken'ichi Endô,M
9309,Richard Pryor,M
1150862,Diana Axelsen,F
928468,Godehard Giese,M
7465,Carrie Preston,F
54043,Gary Anthony Williams,F
1257565,Alison Wright,F
1121204,David Garrick,F
5588,Alicia Silverstone,F
51733,Ana Reeder,F
1640385,Antônio Fragoso,F
1581808,Jakub Šmíd,F
68750,Robert Townsend,M
689,Kate Capshaw,F
1004776,Xian Lim,M
1376084,Vitalina Varela,F
135665,Marc Barbé,M
937641,Marie-Philomène Nga,F
1364450,Marko Tiusanen,F
1075468,José Gálvez,F
178411,Douglas Lambert,M
16643,Gene LeBell,F
29308,Oliver Johnston,M
1228071,George S. Irving,F
1209724,James M. Myers,F
73421,Joaquin Phoenix,M
550842,Aron Hijar,F
88946,Howard McGillin,M
31264,John Cliff,M
59671,Clayne Crawford,M
1774430,Ulysse Stein,F
65074,Ljubica Jović,F
138584,Margi Di Ferranti,F
102790,Jered Barclay,F
30211,Edward Arnold,M
96261,Matty Fain,M
86064,Mukesh Tiwari,F
1289255,Whitehorse,F
115433,Russell Hodgkinson,M
59031,Didier Bourdon,M
1529751,Osamu Maruyama,F
95019,Plinio Fernando,F
196711,Bobby McFerrin,F
1748252,Jennifer Child,F
162367,Jason Tobin,F
196288,Andonia Katsaros,F
1312123,Martin Askew,F
73589,Johnny Whitworth,M
158412,Arthur Corber,M
1107299,Shelley Regner,F
34200,Sakina Jaffrey,F
238147,Darling Narita,F
552117,Al Berman,F
66813,Robert Swenson,M
166789,Dick Smothers,M
1070195,Sarmarie Klein,F
18203,Brice Parain,F
69149,Dubravka Mijatović,F
87865,Carolien Spoor,F
251350,Fiorenza Marchegiani,F
814,Tony Kaye,M
1151582,Chuy Franco,F
1279605,Alex Brown,F
1386347,Pearlyne Irving,F
61782,Kevin Copeland,F
93219,Jake Short,M
1459881,John Wilson,F
1507487,Cyd Casados,F
139044,Maia Brewton,F
61781,Harry Pavlidis,F
120342,Billy Wilkerson,F
1169037,Shiro Yumemura,F
118222,Gower Champion,M
90339,Joseph Carberry,M
145200,Maxime Lombard,M
136481,Peter Savard Moore,M
44033,Barbara Alyn Woods,F
18778,Jean Poiret,M
1763720,Julie Mathiot,F
8242,Christopher Olsen,M
1577569,Viktoriya Ilyinskaya,F
107336,Anthony Valentine,M
110552,Andrew Sabiston,M
947426,Christina Jennings,F
1636213,Catherine Israel,F
1066753,Mary McLeod,F
83509,Junior dos Santos,F
145132,Jenna Gavigan,M
1758365,Renna Bogdanowicz,F
172096,Chris Chalk,M
97168,Marsha A. Hunt,F
1285453,Eric Popp,F
1639204,Ulf-Jürgen Wagner,M
1204343,Tatyana Kosmacheva,F
30956,Jesús Franco,M
30791,Will Roberts,F
1291142,Pam German,F
71797,Alex Gibney,M
207144,Mike Goodenough,F
1267803,Ashley Ahn,F
12827,Stubby Kaye,M
29144,Ivan Koval-Samborsky,F
557186,Alyssa Mariano,F
1695064,Lucia Geddes,F
24335,Geoffrey Cheshire,F
85139,Nicholas Braun,F
104151,Karyn Dwyer,F
1250945,Özcan Deniz,F
1354406,Rod Fielder,M
1258322,David Hargreaves,F
105026,Billy Mauch,F
198610,Jessica Lee,F
5962,Yvonne Furneaux,F
1234690,Sidney Kibrick,F
1090375,Morgan Krantz,M
1158688,Berta Khapava,F
96713,Rex Lease,M
145865,Arne Siemsen,F
128645,Archie Panjabi,F
1811659,Katharine Phillips,F
1271051,Emma Tansey,F
23379,Matthias Fuchs,M
137979,Peter England,M
68836,Pat Kilbane,M
1343994,Carlo Cattaneo,F
30987,George Mitchell,M
240733,Malonn Lévana,F
1692778,Adam Martingano,F
1783621,Dino Andino,F
14773,Don Siegel,M
112218,Owen Hart,F
1586344,Carlos Besse Peres,M
206756,Nikki McCauley,F
11023,Shawn Ashmore,M
111195,Jamie Harris,M
1579994,Arthur Kelly,F
296085,James Kirkwood,M
1828992,Danny Nero,M
1430526,Ray Armstrong,F
1545693,Zazie Beetz,F
89525,Warner Anderson,M
137035,Josef Hlinomaz,M
76294,Jan Hammenecker,M
11029,Dorothy Comingore,F
40970,Dany Jacquet,F
33656,Heather Matarazzo,F
2617,Cara Seymour,F
187058,Fletcher Humphrys,M
92940,Beanie Sigel,M
1031253,Stephanie Caleb,F
1178844,Iva Law Wing-Han,F
105366,Dean Maddox Jr.,F
106164,Reikichi Kawamura,F
100770,Skelton Knaggs,M
1117727,Zoltan Tobolik,F
222487,Nelson Vasquez,M
33453,Rollo Weeks,M
226001,Ariana Grande,F
1655119,Hans Tschammer,F
166928,Mathea Webb,F
1274898,Ana Kutner,F
1678087,Jon Vegard Hovdal,F
1329661,Frankie Genardi,F
70320,Stéphane Bissot,F
78849,Edgar Barrier,M
73286,Antoine Byrne,F
1552818,Christopher L. Parson,F
18917,Erick Avari,M
86847,Lev Durov,M
108905,Silvia Bonucci,F
84864,Tom Collins,M
8204,Charly Hübner,M
1720476,Henry Harris,M
1019987,Bing Yin,F
1770475,Siegfried Peters,F
108773,Sergio Corrieri,F
144302,Claudia Bassols,F
1003921,Alessandro Cutolo,F
180688,Mary Beth Rubens,F
591834,Lauren Lapkus,F
238145,Adam Farrar,F
100803,Huntley Gordon,M
582744,Oscar Keesee,F
58006,Jodi Lyn O'Keefe,F
175965,Glynn Edwards,M
94481,Ashleigh Ball,F
2341,Richy Müller,F
277693,Natalya Arinbasarova,F
8797,Juliane Köhler,F
37758,Eric Cantona,F
1378991,Zachary Doss,F
1379484,Lori Lynn Ross,F
124244,John Ventantonio,F
66613,Leueen Willoughby,F
1364287,ViviAnn Yee,F
109231,Ronnie Rotholz,F
1319845,Grover Coulson,F
1410338,Veronica Puentes,F
137472,David Schaal,M
1400110,R. Budd Dwyer,F
52603,Alfonso Freeman,M
143118,Zizi Cosme,F
10983,Richard Griffiths,M
1465440,Linga,F
4973,Cyril Cusack,M
109032,General Fermon Judd Jr.,F
46691,Teruyuki Kagawa,M
50402,Nicholas Sadler,M
168395,Mary Margaret Robinson,F
1379836,Slim Lucas,F
1723683,Jorge Angel Toriello,F
65965,Steve Tartalia,F
1243270,Carolyn Dunn,F
8198,Ulrich Tukur,M
1042648,Matt Whittaker,F
28189,Mario David,F
1268655,Aage Hertel,F
1534329,Otto Wallen,F
1077856,Oliver Masuda,F
1163105,Marie Favasuli,F
120257,Joe D'Angerio,M
18855,Ralph S. Singleton,M
18847,Irene Papas,F
170561,Ainslie Pryor,F
13260,Linda Harrison,F
1812870,Scott Payne,F
6183,Michael Esper,M
101963,Harry Locke,M
1517395,Eiko Otani,F
1184813,José Fumanal,M
554235,Taro Maruse,F
141464,Natalie Becker,F
73719,Janet Taylor,F
15191,Tonino Guerra,F
51755,Ian Ogilvy,M
82608,Brendan Donoghue,M
1191422,Panos Vlachos,F
35937,Bill Carter,F
545818,Leonid Kmit,M
94881,Dean Harens,M
52398,Mikael Persbrandt,M
50837,Francis X. Bushman,M
140407,Ksenia Solo,F
97204,Ikio Sawamura,F
96336,Marion Hutton,F
568687,Denis Hayes,F
937884,Domingo Ambriz,M
73616,Jared Kusnitz,M
1229194,Chandra Ruegg,F
1650170,Sheri Lahris,F
34520,Masasa Moyo,F
153437,Belle Mitchell,F
1330110,Joe Condren,M
551679,Karel Hamr,F
269112,Steven Pinker,F
1448194,Andrew Herr,M
10649,Malick Bowens,M
85825,Leighton Meester,F
91440,Larry Attre,F
1108978,Dominique Van Malder,M
1645764,Kittipich Tamrongvinitchai,F
1191238,Palina Rojinski,F
1421125,Mildred Morris,F
132712,Keir Gilchrist,M
15073,David Crawford,F
1392789,Sandy McCarthy,F
93535,Duane Finley,M
25160,Jane Marken,F
1132003,Dana Perino,F
1218789,Blake Berris,M
146356,Elizabeth Cervantes,F
115550,John Pickard,M
133750,Christine Paolini,F
221098,Anna Camp,F
30552,Olive Carey,F
556048,Münir Özkul,M
30408,Artem Shalimov,F
1305494,Sara Waisglass,F
1511992,Kathy Tong,F
85350,Loene Carmen,F
1881191,Polina Voskresenskaya,F
18771,Walter Bal,F
1115494,Juan Marquez,M
84841,Randy Wayne,M
231953,Irene D'Astrea,F
1729517,Fernando Palavicini,F
70755,Harold Hopkins,M
16939,Michael Tolkin,M
6944,Octavia Spencer,F
9575,Jada Pinkett Smith,F
989,P.H. Moriarty,F
1088064,James Robillard,M
1542923,Jenique Bennett,F
1447862,Elia Monte-Brown,F
549532,Jim Martin,M
59019,Jamal Mixon,M
53202,Jean-Pierre Malo,M
51583,Mitchel Musso,M
2370,Volker Prechtel,M
1480148,Caleb Daniel Noal,M
10652,Suzanna Hamilton,F
126716,Amber Kuo,F
121759,Michael Zaslow,F
4755,David R. Ellis,M
37979,Emily Holmes,F
26075,Alan Scarfe,M
1530542,Salah Salea,F
1121221,Gene Goodman,F
120129,Dino Abbrescia,M
47802,Olga Legrand,F
1207305,Pat Simmons,F
1735586,Michael K. Osborn,F
86681,Nina Grebeshkova,F
52376,Alex Scarlis,M
1510618,Thomas J. McCarthy,M
38499,Maurice Barrier,M
1382855,Max Mosley,F
1389711,Pierre-Jean Le Gregan,F
80503,Gabriele Lavia,M
542,Kimberly Campbell,F
122287,Abdul Henderson,F
133989,Roz Braverman,F
119713,Bruce Vilanch,M
1185640,Katsumi Tezuka,F
930997,Brianna Lee Johnson,F
1228341,Munro Chambers,M
1745659,Laura Gray,F
2695,Dylan Kussman,M
579216,Fennie Yuen,F
12802,Treva Etienne,M
121001,Lars Hanson,M
1611491,Meng Chin,F
1862483,Paola Biggio,F
95854,Lance Wilson-White,M
1892704,Susana Pampín,F
120069,Johnnie Walker,F
225186,Belcim Bilgin Erdogan,F
48012,Jason Gedrick,M
97659,Alan Dexter,M
24605,Pete Lee-Wilson,M
1141848,Greg Dulli,M
81141,Frank Vercruyssen,F
1820118,Dalton Parrish,F
105307,Frances Bergen,F
587823,Alice Englert,F
16790,Gaspard Ulliel,M
186466,Sydney Jackson,M
126701,Masaaki Tsukada,M
1194002,Crystal Chan,F
128719,Valeriy Nikolaev,M
99573,Lone Fleming,F
55093,Scott Baio,M
146098,Zhang Yi,M
104001,Kim De Angelo,F
141096,Ann Ault,F
15265,Srđan Todorović,M
142385,Kay Kendall,F
591493,Hans Brausewetter,M
1309774,Kristian Bruun,M
1188530,Hareesh Peradi,M
239296,Alice Kelley,F
1496392,Joe Alwyn,M
148603,Deborah Walley,F
71521,Chuck Zito,M
70519,Andrew Shim,M
1566,Anders Hove,M
29862,Jim Beaver,M
101510,Verina Greenlaw,F
112468,Delia Lindsay,F
1027110,Steye van Dam,F
1663869,Dénes Kiss,M
1171915,Dong-hwi Jang,F
144655,Tomokazu Sugita,M
1209723,Robert McMurrer,F
973334,Dusan Brown,M
186151,Paul Gale,F
32129,Maria Rohm,F
5085,Sabrina Seyvecou,F
236849,Yevgeniya Khanayeva,F
123724,Tim Draxl,M
1507818,Yuvina Parthavi,F
1513187,Anthony DiMaria,F
575723,Ole Ritter,F
4161,Patricia Charbonneau,F
1788672,Celina Chapin,F
69213,Maria Kimberly,F
1880007,Janet Hilliard,F
23211,Maile Flanagan,F
96035,Katie Woolridge,F
1849471,James Robert Miller,F
1654226,Jan Myslowicz,F
368684,Amaliya Mordvinova,F
155222,Jeremy Shamos,M
88032,Vince Lozano,M
582741,Mariah Buzolin ,F
1781221,Linda Lee,F
65728,Scott Michael Campbell,F
141753,Alice White,F
1041618,Svetlana Tsvichenko,F
1329855,Douglas Haig,M
61674,Val Bettin,M
1451919,Garrett Coffey,F
124623,Carolina Crescentini,F
54041,Paul Hipp,M
1647897,Yehosuha Shlafrok,F
557381,Debra Harrison-Lowe,F
104805,Etienne Girardot,M
1723565,Giuseppe Cicciari,F
1226300,Michael Patrick O'Brien,F
608601,Alfred Drayton,M
1466668,Sarine Sofair,F
454265,Lily Morris,F
1110391,Brigid Macaulay,F
120545,Eugene Borden,M
116756,Dorothy Elias-Fahn,F
936520,Warren Miller,M
1186520,Nicole Dickson,F
553731,Donna Bruce,F
1047948,Edoardo Leo,M
1201353,Peter Corrigan,F
8171,Ludacris,M
126799,Parinya Kiatbusaba,F
33016,Terry Funk,M
26891,Willy Reichert,F
6907,Annie Corley,F
1833187,Joseph Farrell,F
77052,Ecstasia Sanders,F
209539,George Ghali,F
1384579,Anna Padgett,F
1187996,Djéloul Beghoura,F
589876,Román Ariznavarreta,F
225934,János Kulka,F
1491754,Denis Mpunga,M
65573,Marie Madinier,F
79247,Howard Da Silva,M
1323021,Gerardo del Razo,F
68532,Gabriele Lafari,F
81551,Joseph Boley,F
132988,John Albasiny,M
1061534,Alejandro Goic,M
1483240,Emmanuel Dabone,F
122922,Ursula Howells,F
124510,Thoko Ntshinga,F
1395049,Kayla Servi,F
112049,Jonathan Slavin,M
81178,Charlie Adler,M
76977,Akira Ishihama,M
227763,Craig Morris,F
1212471,Jeff Austin,F
55621,Clotilde Joano,F
201495,Guy Bertrand,F
84702,Gregg Brazzel,M
1173508,Eduardo González,F
184875,Jamie Davis,F
18813,Paule Emanuele,F
555034,Arata Yamanaka,F
1816628,Raimund Stamm,F
33856,William Gould,M
54201,Hubert Toint,M
1485405,Mane Andrew,F
96594,Alex Ivanovici,F
86355,Salvador Baguez,M
628267,Viktor Gogolev,F
1737155,Christopher Simon,F
91356,Kristopher Turner,M
67273,Roger Waters,M
1110618,Dana Healey,F
931203,Claude Marcy,F
1161711,Jon Lee Brody,F
1465525,Tom Graziani,F
38501,Isabelle Sadoyan,F
982098,Nick Loren,M
10849,Marek Vašut,F
61333,Lisa G.,F
44408,André Thorent,M
65400,Dalton James,F
12792,Brian Van Holt,M
1414419,Lotte Eisner,F
239231,Raimu,F
64720,Susan Jennifer Sullivan,F
26089,Garry Chalk,M
1422434,Harry Denny,F
121306,Eva McKenzie,F
1188498,Lucien Bruchon,F
1088158,Izumi Ayukawa,F
71562,Buck Taylor,M
1511243,Brandon Spink,M
78620,Julie Payne,F
62082,Christopher Goodman,M
120135,Rocco Papaleo,F
551999,Faheem Najm,F
156586,Alex Rodine,F
14069,Vic Tayback,M
34297,Ingo Naujoks,M
120639,Emanuela Grimalda,F
1271788,Jaxon Johnson,F
112884,Ed McMahon,M
1544453,Jared Carter,M
21416,William Devane,M
554630,Gina Alexander,F
1636752,Luana Lee,F
1622128,Julia Torrance,F
74931,Jamal Duff,M
1207489,Livvy Stubenrauch,F
55154,Hardee T. Lineham,M
1231532,Rob Zabrecky,F
116121,Chuck Dorsett,F
585374,Singampuli,M
134538,Antonello Fassari,F
11188,Suzy Delair,F
129762,Berta Esquirol,F
54280,Catherine Hosmalin,F
240836,Feliks Imokuede,F
96637,Hisashi Igawa,M
1201,Garry Marshall,M
928953,Josh 'Skreech' Sandoval,F
141021,Ramón Del Pomar,F
132935,Hiroshi Yamamoto,F
1809399,Yolande Ambiana,F
1122566,Hans-Erik Dyvik Husby,F
219437,Carl Capotorto,F
928435,Matt Romagosa,F
63255,Chizzy Akudolu,F
1212732,Gerry Cowper,F
1435159,Ding Santos,F
98561,Cathrine Grace,F
34774,Gösta Prüzelius,F
574029,Ian Danby,F
1087668,Man Huang,F
115792,Masako Katsuki,F
1893382,Madrona Hicks,F
139809,Anita Majumdar,F
1875277,Michael Barbaro,F
562710,Jai Winding,F
12640,David Duchovny,M
61548,Ed Beechner,M
1562741,Reiner Neffgen,F
1059547,Hend El Fahem,F
148655,Aaron Lohr,M
999605,Ahna O'Reilly,F
76621,Will Friedle,M
98016,Bernard Siegel,M
2081,George Murdock,M
54505,Telisha Shaw,F
1535188,Hirofumi Nakagawa,F
1734188,Ripley Voeten,F
41803,Létitia,F
110122,Antonio Mora,F
86864,Maksim Vitorgan,F
104277,Toy Newkirk,F
1311160,Choi Bo-Kwang,F
49835,Tom Aldredge,M
1236882,Dominic Borrelli,F
240471,Andrey Urgant,M
1422264,Olwen Catherine Kelly,F
76696,Sarah Power,F
1863901,Luiz Valcazaras,F
60799,Salvatore Paul Piro,F
6598,Katharine Hepburn,F
1856722,Bruce Edward Hall,F
37055,Benedict Taylor,M
552529,Alfredo Álvarez Calderón,F
1222330,Kim Rae-won,F
21595,Alyson Hannigan,F
981812,Ed Geldart,F
128060,Rosalia Maggio,F
936275,Aoi Yuki,F
129317,Robert Conrad,M
78041,Kirk Cameron,M
1483842,Yamil Atala,M
8239,Bernard Miles,M
73569,Dana Eskelson,F
1391938,Vladimir Vinokur,F
137844,Anastasiya Makeyeva,F
226747,Ryôhei Uchida,F
98078,Elizabeth Kaitan,F
1191709,Kim Hee-Soo,F
932646,Colleen Moore,F
1443373,Zhensu Wu,F
1089407,Michael Dean Walker,M
1215925,Marsha Hunt,F
1046801,Sergey Rost,F
550240,Sarah McGuire,F
116263,Christian Cooke,M
1504116,Jeffrey Alan Chandler,F
1192629,Patrick LaBrecque,F
1559074,Debabrata Chakraborty,F
1124052,Iñaki Beraetxe,F
1651393,Ty Hurley,F
82776,Michael Nesmith,M
39799,Louis Hayward,F
1038487,Adrián Giampani,F
79806,John Doty,F
35668,Cordula Trantow,F
1396878,Irene Hogan,F
1077834,Matthew Bowyer,F
240544,Pyotr Shcherbakov,M
225812,Sturla Rui,F
2142,Alexandra Bokyun Chun,F
131348,Deepshika,F
1375554,Charley Palmer Rothwell,F
1091597,Arash Labaf,M
1158762,Ted Pluviose,M
233496,Joël Colin,F
1402629,Antony Gabriel,F
1181738,Mike Driscoll,F
1485179,Tre Laughlin,F
1895547,Raphaelle Santini,F
83831,Konstantin Murzenko,M
1248704,Remy Bonjasky,F
1524414,Huguette Faget,F
19587,Rumi Hiiragi,F
58555,Steffen Jürgens,F
1699478,Kyle Field,F
1386049,Arlette Torres,F
25260,Emiliano Redondo,F
1286190,Jonathan Derbyshire,F
226638,Leonor Baldaque,F
1128881,Blake Freeman,F
587674,Yoo Da-in,F
110707,Sushant Singh,M
1361875,Alexandra Weaver,F
932821,So Ji-sub,F
1369125,Kikuo Kaneuchi,F
7222,Chopper Bernet,M
1007683,Jack Reynor,M
66164,Cecily Fay,F
27895,Chantal Bronner,F
1392758,Penn Charles Holderness,F
572227,Choi Jeong-woo,M
1098343,Tasanawalai Ongartittichai,F
1219819,Robert Schuch,F
100206,Tessa Niles,F
20157,Pearl Bailey,F
1534711,James Dastoli,F
164390,Joe Holt,M
238100,Alex Van Bibber,M
16938,Renny Harlin,M
1751997,Sergey Anashkin,F
1394408,Jd Roth-round,F
2877,Ralph Macchio,M
103529,Antonio Casas,F
1775990,Lydia Blanco Garza,F
16690,Neil Newbon,M
1468172,Tom Coleman,F
1416593,Asuka Hinoi,F
87549,Pankaj Kapur,M
77737,Alain Bouzigues,F
18794,Kate Nelligan,F
1265713,Ljubiša Jovanović,F
3627,Paz Vega,F
31184,David McIlwraith,M
70225,John Nolan,M
1196041,Rohan Campbell,M
38354,Yvonne Gamy,F
65505,Arthur Hill,M
934256,Alex Klaasen,M
17040,Matthew Carey,M
162940,Laurie Franks,F
1132942,Mensáros László,M
1837472,Frank Gray,F
1168952,Michele De Virgilio,F
1635160,Mason Pike,F
10485,Leilani Sarelle,F
1001068,Torsten Colijn,F
74296,Teller,F
3424,Angelina Estrada,F
976019,Lyn Wilde,F
1128806,Yosuke Hayashi,F
